INSPECTION_ID,INSPECTION_DATE,INSPECTION_METHOD,INSPECTION_REPORT_DATE,INSPECTION_NOTES,NUM_INSPECTION,NUM_POI,POI_ID_1,POI_COUNTY_1,POI_SOURCE_1,POI_TRIBUTARY_TO_1,POI_LATITUDE_1,POI_LONGITUDE_1,POI_DESCRIPTION_1,PRIMARY_POI_1,POI_ID_2,POI_COUNTY_2,POI_SOURCE_2,POI_TRIBUTARY_TO_2,POI_LATITUDE_2,POI_LONGITUDE_2,POI_DESCRIPTION_2,PRIMARY_POI_2,POI_ID_3,POI_COUNTY_3,POI_SOURCE_3,POI_TRIBUTARY_TO_3,POI_LATITUDE_3,POI_LONGITUDE_3,POI_DESCRIPTION_3,PRIMARY_POI_3,INVESTIGATION_ID,INVESTIGATION_TYPE,INVESTIGATION_START_DATE,INVESTIGATION_CLOSURE_DATE,NUM_OF_VIOLATIONS,ENF_CASE_NUMBER,ENFOCEMENT_ACTION_TYPE,ENF_CASE_CLOSURE_DATE,INVESTIGATION_LEAD_STAFF,INVEST_SECTION_OR_OFFICE,INVESTIGATION_SWEEP,RESOURCE_VALUE_PRIORITY,INVESTIGATION_SUMMARY,ASSOCIATED_WR_TO_INV
4930,6/18/2019,Office,,Division staff determined that the water shortages experienced by members of Clark's Fork Reclamation District are more likely to have been the result of regional drought than real or perceived changes to the policies and practices of Kings River Water Association.,1,44,9138,Kings,Kings River,,36.383471,-119.85671,Created from complaint ID: 5815,Y,9533,Kings,Clarks Fork Kings River,,36.31425319,-119.88243344,A005640 03,N,9532,Kings,Clarks Fork Kings River,,36.31425319,-119.88243344,A005640 02,N,10468,Complaint,10/25/2017,7/17/2019,0,,,,Tomas  Eggers,Water Rights - Enforcement,,,"CFRD complaint regarding lack of water during 2012-2016.

Division staff determined that the water shortages experienced by members of Clark's Fork Reclamation District are more likely to have been the result of regional drought than real or perceived changes to the policies and practices of Kings River Water Association.","A000353,A005640,S001921,A005640,S001921"
4931,5/1/2019,Office,5/1/2019,,1,2,8470,El Dorado,Unnamed stream,,38.892644,-120.972425,Pond 2,,8469,El Dorado,Unnamed stream,,38.892743,-120.973806,Pond 1,,,,,,,,,,9930,Revocation - Voluntary,3/18/2014,6/27/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,,D030876
4932,5/1/2019,Office,5/1/2019,,1,1,8332,Amador,Unnamed stream,,38.54128129,-120.80672338,A025849 01,Y,,,,,,,,,,,,,,,,,9797,Revocation - Voluntary,8/30/2018,6/27/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,Pond appears to have been removed or eroded away.,A025849
4933,6/25/2019,Office,,,1,1,8196,Modoc,Unnamed stream,,41.37807426,-120.67104135,A022762 01,Y,,,,,,,,,,,,,,,,,9678,Revocation - Voluntary,3/26/2018,6/25/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,I spoke with David Lloyd on the phone today (6/25/2019) and he said he decided to keep his license because he has a couple ponds on his property that are using water from the license.,A022762
4934,6/26/2019,Office,6/26/2019,2019.06.26 Contact Report (JRoberts)--CLOSURE,2,1,9432,Mendocino,Indian Creek,Navarro River,,,Created from complaint ID: 5950,Y,,,,,,,,,,,,,,,,,10653,Complaint,5/28/2019,6/26/2019,0,,,,Jordan Baser,Water Rights - Enf - NC,,,"After speaking with Ms. Blattner, property owner of APN 046-060-52 and APN 046-070-20, she explained that she only has one point of diversion on Indian Creek, which is associated with A015520. She explained that she does not use the statement on file, S009642 and that she does not know of any diversion upstream from her. She also explained that her pump for her license has been silted over so she does not know the condition it is in, meaning the garden hose spotted from the bridge does not belong to her. I asked her if she knew the property owners to the east of her near Route 128 and she explained that the property is called ¿The Madrones¿, which is an Event Center that has houses, cabins, and camping. 

It is possible that the Unauthorized Diversion is coming from APN 046-070-28, 046-070-27, and 046-070-26. These parcels also align with the location provided by the Complainant. 
",UN001590
4935,11/14/2018,Office,,,1,1,9059,Placer,Unnamed stream,,38.81438075,-121.16857256,A016327 01,Y,,,,,,,,,,,,,,,,,10408,Revocation - Voluntary,11/13/2018,11/14/2018,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Voluntary revocation requested.  Request was withdrawn the following day.  See attachments. ,A016327
4936,2/5/2020,Office,2/19/2020,Request for revocation by Licensee.,1,1,10754,Madera,Unnamed spring,,37.18650189,-119.51148229,A020244 01,Y,,,,,,,,,,,,,,,,,10697,Revocation - Voluntary,2/5/2020,2/19/2020,0,,,,Matthew Quint,Water Rights - Enforcement,,Medium,"Request for revocation by primary owner, Dixie Jackson dated March 7, 2019.  However, staff received the request form on February 5, 2020.

Order Revoking License was finalized and mailed on February 19, 2020.",A020244
4937,6/19/2019,Field,,"Field inspection performed by Jordan Baser, Skyler Anderson, Steven Hall, Gagan Bhullar. See attachment.",1,1,9542,Humboldt,Unnamed stream,East Branch South Fork Eel River,40.069142,-123.75009,Created from complaint ID: 5963,Y,,,,,,,,,,,,,,,,,10699,Complaint,5/29/2019,11/19/2019,1,,,,Jordan Baser,Water Rights - Enf - NC,,,Onstream reservoir irrigating a vineyard. Diverter will be removing pond per RWQB and DFW Notice of Violations,UN001613
4938,6/28/2019,Office,,,1,1,8108,Sacramento,Dry Creek,,38.68503431,-121.44124762,A005373 01,Y,,,,,,,,,,,,,,,,,9617,Revocation - Voluntary,1/31/2018,6/28/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,"Voluntary revocation requested.  Oxcar Macias spoke with Serhiy on the phone on June 28, 2019 and he decided to keep the water right.  He paid his annual fee and submitted his annual report.  ",A005373
4939,7/2/2019,Office,7/2/2019,,1,10,9545,Tuolumne,Unnamed stream,,37.78826342,-120.40171211,A020324 01,Y,9554,Tuolumne,,,37.80092336,-120.44149879,A020324 09,N,9553,Tuolumne,,,37.77563359,-120.40570803,A020324 08,N,10702,Revocation - Voluntary,5/1/2019,7/12/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,Partial revocation request for Reservoir #1 only.  License contains multiple reservoirs spread across a large broad area.,A020324
4940,4/5/2019,Office,,,1,1,8401,Nevada,Unnamed stream,,39.28693865,-121.02503059,A026365 01,Y,,,,,,,,,,,,,,,,,9858,Revocation - Voluntary,9/25/2018,4/5/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Voluntary revocation request submitted in error.  Elroy Bratz sold the property to Shuart Family Revocable Trust and submitted the wrong form for change of ownership. ,A026365
4941,7/5/2019,Office,,,1,2,8473,Nevada,Little Truckee River,,39.38974417,-120.09555926,A005169 01,Y,9557,Nevada,Boca Spring,Little Truckee River,39.4294,-120.076,S000644 1,N,,,,,,,,,9932,Revocation - Voluntary,8/7/2018,7/3/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Voluntary revocation requested for S000644 and incorrectly included A005169 in the revocation form.  See attached email from agent. ,"A005169,S000644"
4942,7/5/2019,Field,,,1,4,8146,Shasta,Unnamed stream,,40.41591991,-122.5208053,C001964 01,Y,8149,Shasta,Unnamed stream,,40.41591991,-122.5208053,C001963 01,N,8148,Shasta,Unnamed stream,,40.41591991,-122.5208053,C001966 01,N,9653,Revocation - Voluntary,3/1/2018,7/8/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,"Voluntary request for three stockpond certificates

3/21/19 - Mr. Rotter sent email to OM saying still want to revoke the four certificates.  VV reopened INV (removed 8/17/18 closure date)

7/8/2019 -  OM discovered POD points were misplotted and John Rotter was incorrectly assigned as the owner of these certificates.  OM updated the POD locations in eWRIMS and informed DMU of correct ownership information. DMU updated eWRIMS with correct ownership info.","C001965,C001963,C001964,C001966"
4943,4/25/2019,Office,,,1,1,8227,Colusa,Unnamed stream,,39.00562477,-122.15574554,C002108 01,Y,,,,,,,,,,,,,,,,,9703,Revocation - Voluntary,4/25/2018,4/26/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,"Voluntary revocation, order issued 4/26/19",C002108
4944,7/17/2018,Field,6/4/2019,Groundwater found on adjacent parcel owned by parents.,1,1,9569,Siskiyou,Groundwater,,41.895714,-122.472088,Groundwater Well,Y,,,,,,,,,,,,,,,,,9908,Cannabis,7/17/2018,6/4/2019,0,,,,David  Rosas,Water Rights Cannabis Enforcement,,,"CDFW search warrant inspection. Groundwater Well documented on property no water course. Groundwater letter of finding sent 6/4/2019

No Violation
Property Owner: John Garrow and Melissa Garrow

Mailing Address: 13632 Mountain st. Hornbrook, CA 96044-9682
APN: 103-290-140",UN001622
4945,7/19/2018,Field,6/11/2019,Groundwater source on Property.,1,1,9570,Trinity,Groundwater,,40.539598,-123.154624,Groundwater Well,Y,,,,,,,,,,,,,,,,,9946,Cannabis,7/19/2018,6/12/2019,0,,,,David  Rosas,Water Rights Cannabis Enforcement,,,"CDFW search warrant inspection. Groundwater well found on property. Groundwater letter sent to property. 

No Violation
Property Owner: Nou Vang

Mailing Address: 1725 Oliver Ave N Minneapolis MN 55411
APN: 017-350-42, 017-350-44, and 017-350-45",UN001629
4946,7/25/2018,Field,6/12/2019,Staff determine Groundwater well with no violations,1,1,9571,Humboldt,Groundwater,,40.135635,-123.666208,Groundwater Well,Y,,,,,,,,,,,,,,,,,9951,Cannabis,7/25/2018,6/12/2019,0,,,,David  Rosas,Water Rights Cannabis Enforcement,,,"CDFW search warrant inspection. Source of water was groundwater

Property Owner: Kevin Caballero
 
Mailing Address: PO BOX 2531 Redway CA 95560
APN: 216-393-014",UN001633
4947,7/25/2018,Field,6/12/2019,Groundwater Letter of Finding,1,1,9572,Humboldt,Groundwater,,40.135635,-123.666208,Groundwater Well,Y,,,,,,,,,,,,,,,,,9948,Cannabis,7/25/2018,6/12/2019,0,,,,David  Rosas,Water Rights Cannabis Enforcement,,,"CDFW search warrant inspection. Groundwater well found on property. 

No Violation
Property Owner: Tempo Plus Inc

Mailing Address: 10139 Hartford Ct. Apt GA Schiller Park IL 60176
APN: 216-393-012",UN001631
4948,9/26/2018,Field,6/6/2019,Groundwater well found on property,1,1,9573,Trinity,Groundwater,,40.289444,-123.398729,Groundwater Well,,,,,,,,,,,,,,,,,,9960,Cannabis,9/26/2018,6/6/2019,0,,,,David  Rosas,Water Rights Cannabis Enforcement,,,"CDFW search warrant inspection. Source of water was groundwater and possible water hauling

Property Owner: Eng Her
 
Mailing Address: 2415 Ridgewood Dr. Eureka, CA 95503
APN: 020-520-18",UN001634
4949,11/1/2005,Field,11/15/2005,,1,2,9615,Sonoma,,,38.529121,-122.617214,Pit Reservoir,Y,9616,Sonoma,,,38.531144,-122.617232,Ornamental pond,,,,,,,,,,10780,Unauthorized Diversion,11/1/2005,11/15/2005,0,,,,Chuck Arnold,Water Rights - Enforcement,,,AB 2121 Russian River Watershed reservoir inspection.,"UN001654,NJ000253,NJ000032"
4950,11/2/2005,Field,11/15/2005,,1,3,9626,Sonoma,,,38.320611,-122.735554,Collection pit,,9625,Sonoma,,,38.323125,-122.735973,Collection pit,,9622,Sonoma,,,38.32579,-122.737357,Collection pit,,10782,Unauthorized Diversion,11/2/2005,11/15/2005,0,,,,Chuck Arnold,Water Rights - Enforcement,,,AB 2121 Reservoir inspection - Sonoma County,"UN001655,NJ000254"
4951,7/18/2019,Office,,No report necessary,1,1,9627,Los Angeles,Groundwater,,34.0766,-118.3076,Created from complaint ID: 5971,Y,,,,,,,,,,,,,,,,,10784,Complaint,7/8/2019,7/18/2019,0,,,,Laura  Lavallee,Water Rights - Enforcement,,,Complaint allegations are about methods of pumping and the labeling of the well as a natural hot spring rather than the right of the company to pump the groundwater. ,UN001656
4952,1/19/2006,Field,2/1/2006,,1,1,9628,Sonoma,,,38.764043,-122.991082,Pit reservoir,,,,,,,,,,,,,,,,,,10785,Unauthorized Diversion,1/19/2006,2/1/2006,0,,,,Chuck Arnold,Water Rights - Enforcement,,,AB 2121 reservoir inspection,"NJ000255,UN001657"
4954,7/10/2019,Office,,,1,2,9310,Santa Barbara,Mill Creek,,34.72945708,-120.00066136,A012730 01,Y,9311,Santa Barbara,Unnamed spring,,34.72945708,-120.00066136,A012730 01,N,,,,,,,,,10598,Revocation - Voluntary,3/5/2019,7/11/2019,0,,,,Antonio  Barrales,Water Rights - Enforcement,,,revoked on 7/11/19,A012730
4955,3/29/2018,Field,7/18/2019,,2,1,8107,Tehama,Unnamed stream,,39.96122013,-122.40991189,A022508 01,Y,,,,,,,,,,,,,,,,,9616,Revocation - Voluntary,1/4/2018,7/18/2019,0,,,,Oxcar  Macias,Water Rights - Enforcement,,,Partial revocation requested and granted.,A022508
4956,7/16/2019,Office,7/23/2019,,1,1,9592,Shasta,Unnamed stream,,40.86272706,-121.90131751,A030720 01,Y,,,,,,,,,,,,,,,,,10771,Revocation - Voluntary,2/22/2019,10/18/2019,0,,,,Kassidy  Heckmann,Water Rights - Enforcement,,,"Danielson requested revocation due to non-use. She stated that she does not divert water from the stream and that rain water fills the reservoir naturally. Google Earth and topo maps confirm, as does annual reporting since 2006. For more details, see investigation report attached. 

REVOCATION APPROVED, waiting to be closed when order and letter are mailed- needs to be updated by another user. ",A030720
4957,6/14/2019,Office,,,1,1,9436,Mono,Unnamed spring,,37.77664698,-119.07369563,A006744 01,Y,,,,,,,,,,,,,,,,,10658,Revocation - Voluntary,6/14/2019,7/30/2019,0,,,,Thomas  Grossman,Water Rights - Enforcement,,,"Ted and Lynette no longer use water associated with water right.
Supplemental water received from the local water district.
Water from spring flowing naturally.",A006744
4958,7/18/2019,Office,,"Discovered landownership conflicts, contacted DMU for clarification and they informed staff that the assignment was mistakenly processed as a revocation. ",1,1,9593,El Dorado,Unnamed stream,,38.58340457,-120.66572051,C002941 01,Y,,,,,,,,,,,,,,,,,10772,Revocation - Voluntary,1/9/2019,7/24/2019,0,,,,Kassidy  Heckmann,Water Rights - Enforcement,,,"Discovered landownership conflicts, contacted DMU for clarification and they informed staff that the assignment was mistakenly processed as a revocation. DMU changed assignment to an ownership change request. Revocation investigation is closed. ",C002941
4959,7/24/2019,Office,7/24/2019,,1,1,8228,Napa,Unnamed stream,,38.36868987,-122.28757391,A026037A 01,Y,,,,,,,,,,,,,,,,,9705,Revocation - Voluntary,5/4/2018,7/31/2019,0,,,,Blake  Nicolas,Water Rights - Enforcement,,,"Revocation request made on 5/4/2018 by George Altamura.

Talked with George and confirmed that the reservoir is no longer capable of storing water. 
-He confirmed that as of October 2018 the reservoir has been filled

Also confirmed that the Co-Owner listed DENISE FERRARI is not a current owner and is in fact deceased
-I will have DMU update ownership before proceeding with the revocation

Contacted George Multiple times and finally received pictures of the filled in reservoir. (attached as images)
The soul trustee needed to sign another revocation form before final revocation approval. 

I received this form with his signature and had it filed in the application file.

License revoked as of 7/31/2019
",A026037A
4960,7/8/2019,Office,7/22/2019,Request for revocation by Licensee.  Request for revocation canceled per Licensee.,1,1,9560,Tulare,Unnamed spring,,36.22857324,-118.16314436,A010927 01,Y,,,,,,,,,,,,,,,,,10705,Revocation - Voluntary,7/2/2019,7/22/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,"Request for revocation canceled per Licensee.

On August 8, 2019, Licensee requests revocation of related water right License 2770 (A010332).",A010927
4962,9/11/2018,Field,7/12/2019,,1,1,11208,Humboldt,Unnamed stream,Unnamed stream,40.07643081,-123.97015161,D033003 01,Y,,,,,,,,,,,,,,,,,10604,Cannabis,9/12/2018,9/1/2020,0,,,,David  Rosas,Water Rights - Enforcement,,,"Jade S. Fales purchased the property on February 1, 2018.  Fales was not present during the inspection.  A total of 668 cannabis plants were observed on the property during the inspection. POD1&2 are diversions from an unnamed creek and used for cannabis cultivation.  At the time of inspection, Fales didn't have a CDFA license and was diverting water during the forbearance period. 

9/2/2020  Renee Avila is closing this investigation because cannabis cultivation has ceased and the owner has obtained a Small Domestic Permit for the surface water diversion.  These documents have can be found in the attachments.","UN001562,D033003"
4963,1/29/2019,Office,7/25/2019,Office review,1,1,9137,Colusa,Cherokee Canal,,39.313027,-121.882729,Location of purported diversion,Y,,,,,,,,,,,,,,,,,10467,Complaint,1/29/2019,7/22/2019,0,,,,Chuck Arnold,Water Rights - Enforcement,,,"Complaint filed in 2015 on Cherokee Canal, forwarded to me in January 2019.",NJ000261
4964,7/30/2019,Office,,Initial desktop investigation started,1,1,9631,Mendocino,Forsythe Creek,,39.26437139,-123.23357721,D031225 01,Y,,,,,,,,,,,,,,,,,10792,Revocation - Voluntary,7/30/2019,8/9/2019,0,,,,Sahil  Pathak,Water Rights - Enf - NC,,,"7/30/2019 - Voluntary Revocation request received

8/6/2019 - Called Jack Ostler and left a voicemail.  Waiting for Jack to call back.

8/9/2019 - Investigation Closed.  Permitting unit is in the process of revoking the registration.





",D031225
